name,username,image,date,desc
Galuh Dwi,@galuhdwiw,https://nitter.moomoo.me/pic/profile_images%2F1712122613705879552%2FNNvslcJ6_bigger.jpg,"Jan 6, 2024 · 11:10 PM UTC","Sayang banget deh negara ini punya pemimpin yang nggak kompeten kayak cak duren ini @Zarkasyi_kkyt 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436…"
Andra Sanjaya,@andrasnjy,https://nitter.moomoo.me/pic/profile_images%2F1714271421957033984%2F4PxEfAta_bigger.jpg,"Jan 6, 2024 · 11:10 PM UTC","Apakah kita harus terus menderita akibat keputusan ceroboh dari pemimpin yang tidak kompeten seperti Cak Duren? @Rooster78B 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436…"
Rizal Muhammad,@rizalmuhammm,https://nitter.moomoo.me/pic/profile_images%2F1712091743859134464%2Fx6G6PgDC_bigger.jpg,"Jan 6, 2024 · 11:10 PM UTC","Mungkin cak duren lebih cocok jadi pebisnis aja, soalnya kelihatan banget dia rakus dengan kekuasaan @pabbicara 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330…"
Zaki Hermawan,@zakihrmwnm,https://nitter.moomoo.me/pic/profile_images%2F1714254534569336832%2FwkDDa4mx_bigger.jpg,"Jan 6, 2024 · 11:10 PM UTC","Eh Ceper, kalo enggak ngerti jangan sok tahu dong! Malu-maluin kita nih @pulu_yan 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330…"
Fikri Azis,@AzisFikriazis,https://nitter.moomoo.me/pic/profile_images%2F1701807255342268416%2FZlmWONwR_bigger.jpg,"Jan 6, 2024 · 11:10 PM UTC","Bisakah dia berhenti memikirkan dirinya sendiri saja ketimbang rakyat? @muhammad_tonro 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436…"
Olivia Zahira,@olivia_zah,https://nitter.moomoo.me/pic/profile_images%2F1710697965378244608%2FhgUGm_mn_bigger.jpg,"Jan 6, 2024 Â· 11:10 PM UTC","Keputusan-keputusan bodoh dari pemimpin seperti Cak Duren hanya akan merugikan negara dan rakyatnya sendiri @GUNUNG_SARIAN 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330â€¦"
Anidya Melinda,@anidyamlnd,https://nitter.moomoo.me/pic/profile_images%2F1713946903040475136%2F6uHUbJ9J_bigger.jpg,"Jan 6, 2024 Â· 11:10 PM UTC","Tuh kan udah keliatan banget kalau alusista itu penting buat pertahanan negara! Coba deh belajar dari situ! @LeeM1neraL 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330â€¦"
Yuia Maya,@MayaYuliax,https://nitter.moomoo.me/pic/profile_images%2F1710949989877415936%2F597NulpE_bigger.jpg,"Jan 6, 2024 Â· 11:10 PM UTC","Apakah benar bahwa ia selalu berpose sebagai pahlawan namun merugikan banyak orang? @rahmatismaya 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436â€¦"
Ramdani bahtiar,@Ramdanibahtra,https://nitter.moomoo.me/pic/profile_images%2F1712061796297879552%2FZtmcE9Wk_bigger.jpg,"Jan 6, 2024 Â· 11:10 PM UTC","Cak Duren, sosok yang seakan lupa bahwa negara ini tidak sedang dalam perang, tapi tetap berhutang untuk membeli alat perang @prassugih 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436â€¦"
Rido Julian,@ridojuliaann,https://nitter.moomoo.me/pic/profile_images%2F1712406876531593216%2Fc03rhQJl_bigger.jpg,"Jan 6, 2024 Â· 11:10 PM UTC","Kita butuh sosok pemimpin yang berpikir jernih dan memiliki wawasan luas, bukan seperti Cak Duren yang selalu membuat keputusan ceroboh @Santi11Irma Malming Abah Anies Cak Imin Kalau AMIN #nazarpemilu #AMINajaDulu #MulutManisAnies x.com/Metro_TV/status/174330â€¦"
Amir fahreza,@amirfahrezaaa,https://nitter.moomoo.me/pic/profile_images%2F1712839838607740928%2F-s7AS4_j_bigger.jpg,"Jan 6, 2024 Â· 11:10 PM UTC","Kalau gitu mending cari pemimpin lain aja deh, yang lebih peduli sama kepentingan negara @ThE_ELm007 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436â€¦"
Putri Dwicahyani,@PutriDnx,https://nitter.moomoo.me/pic/profile_images%2F1709552785757536256%2Fst89Obxs_bigger.jpg,"Jan 6, 2024 Â· 11:10 PM UTC","Kapan kita mulai bergerak maju jika pemimpin seperti ini masih menjabat ? @haidir_setiawan 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436â€¦"
Clarayu Nisa,@clarayunisa,https://nitter.moomoo.me/pic/profile_images%2F1712147870751870976%2FYvK0o0kG_bigger.jpg,"Jan 6, 2024 Â· 11:10 PM UTC","Gimana mau maju kalau punya pemimpin kayak gini? Mending cari yang lain deh! @s_ghiffary 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330â€¦"
Naura Febrianti,@NauraFebrianan,https://nitter.moomoo.me/pic/profile_images%2F1712060336424255488%2FWrt5UeiS_bigger.jpg,"Jan 6, 2024 Â· 11:10 PM UTC","Politikus yang hanya memikirkan diri sendiri, sungguh tidak pantas untuk menjadi pemimpin negara ini @Mushalla_AR 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330â€¦"
Nuri Mantap,@nuri_mantap,https://nitter.moomoo.me/pic/profile_images%2F1605156194108440578%2FqQx8qxR-_bigger.jpg,"Jan 6, 2024 Â· 11:08 PM UTC",Kira2 saat Pak Anies pamitan kepada warganya karena tuntas sudah amanah yang diberikan sebagai gubernur DKI... Ekspresi warga yang mendengar langsung seperti apa yaa?
Aisha Nathania,@aishanthnia,https://nitter.moomoo.me/pic/profile_images%2F1712070385381097472%2FNDca8gz0_bigger.jpg,"Jan 6, 2024 Â· 11:08 PM UTC","Dasar politikus rakus! Udah rugi-in negara, masih berani-berani aja ngeles lagi! @UmidjI 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330â€¦"
Ervina Meliana,@ervinamln,https://nitter.moomoo.me/pic/profile_images%2F1715540795657441280%2F2Gd4PiF-_bigger.jpg,"Jan 6, 2024 Â· 11:07 PM UTC","Bogel kayak otak kosong deh, kenapa sering salah ngomong sih? @Ary_LFC 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330â€¦"
Aditya Rifansyah,@AdityaRifansyhh,https://nitter.moomoo.me/pic/profile_images%2F1712046166257655808%2FGN55NBap_bigger.jpg,"Jan 6, 2024 Â· 11:07 PM UTC","Gimana bisa negara maju kalau dipimpin sama orang kayak gini? @balilandscaping 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436â€¦"
Akmal Maulana,@akmalmaulanaa10,https://nitter.moomoo.me/pic/profile_images%2F1711997283452207104%2F90J3r6Ss_bigger.jpg,"Jan 6, 2024 Â· 11:07 PM UTC","Bogel kok masih polos sih? Makanya belajar dulu sebelum ngomong @awhsar 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330â€¦"
Febby Rahma,@febbyrhm4,https://nitter.moomoo.me/pic/profile_images%2F1714268221828993024%2F-QZaSg3X_bigger.jpg,"Jan 6, 2024 Â· 11:07 PM UTC","Pembelian alat perang tanpa pertimbangan matang adalah contoh nyata betapa buruknya kepemimpinan dari sosok seperti Cak Imin @Erte56209029 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436â€¦"
Siti Widia,@sitiwwwidia,https://nitter.moomoo.me/pic/profile_images%2F1712118464998162432%2F-iSP7bND_bigger.jpg,"Jan 6, 2024 Â· 11:07 PM UTC","Kalau ada pemimpin kayak gini, bisa dipastikan negara bakal terpuruk dan ga maju-maju @Don_MNHuda 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436â€¦"
Reina Alfiana,@reinaalfianam,https://nitter.moomoo.me/pic/profile_images%2F1711667295410679808%2FqYHy4H8-_bigger.jpg,"Jan 6, 2024 Â· 11:07 PM UTC","Kayaknya asik nih kliping koran jadi bahan pidato si Bogel @mrF_senada 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436â€¦"
Ghiffar Elfajri,@ghiffarelfajri,https://nitter.moomoo.me/pic/profile_images%2F1712116484225609728%2F4y23eQ6m_bigger.jpg,"Jan 6, 2024 Â· 11:07 PM UTC","Pagi-pagi udah dikasih hiburan oleh si Bogel @latarterkemban4 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436â€¦"
Fanda Firdaus,@Fanfirdaa,https://nitter.moomoo.me/pic/profile_images%2F1712077343538470912%2FuEmoNk5p_bigger.jpg,"Jan 6, 2024 · 11:07 PM UTC","Mungkin ia hanya mencoba untuk menyembunyikan ambisi politiknya dengan cara-cara licik @Fisyasia 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436…"
Felisia ayufaraswati,@felisiaayufaras,https://nitter.moomoo.me/pic/profile_images%2F1712842918921408512%2FthPVu3VF_bigger.jpg,"Jan 6, 2024 · 11:07 PM UTC","Emangnya bisa dipercaya pemimpin yang nggak konsisten kayak gini? @BidadariBumikuh 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436…"
Adhisti Nala,@adhistiianala,https://nitter.moomoo.me/pic/profile_images%2F1702162454170767360%2F7A1N8q0o_bigger.jpg,"Jan 6, 2024 · 11:07 PM UTC","Kenapa Cak Duren gagal paham mulu sih? Seriusan mau negara kita jadi ajang main-main? @CalmEnrique 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330…"
Retina Aulina,@retinnaauliaa,https://nitter.moomoo.me/pic/profile_images%2F1712409457878249472%2F8xzDX875_bigger.jpg,"Jan 6, 2024 · 11:07 PM UTC","Mungkin jika ada sosok pemimpin lain yang lebih kompeten, anggaran alusista tidak akan menjadi masalah lagi di negeri ini @AmaluddinSSili1 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330…"
Dika Lestari,@Dikaalestarii,https://nitter.moomoo.me/pic/profile_images%2F1712089142329552896%2F7AEN6CfY_bigger.jpg,"Jan 6, 2024 · 11:07 PM UTC","Sayang banget sih anggarannya malah dipake buat hal-hal yang nggak berguna oleh orang kayak cak duren ini @MadSusanto_ 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330…"
Marina Putri,@MarinaPutr,https://nitter.moomoo.me/pic/profile_images%2F1710541145363931136%2FaGS3h6zo_bigger.jpg,"Jan 6, 2024 · 11:07 PM UTC","Sudah jelas bahwa Cak Duren tidak memiliki kapasitas dan pengetahuan yang cukup untuk memimpin negeri ini dengan baik @beraniadilhebat 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330…"
Ricky Julianto,@rickyjull,https://nitter.moomoo.me/pic/profile_images%2F1713934743858040832%2FIKB5lXBq_bigger.jpg,"Jan 6, 2024 · 11:07 PM UTC","Semoga aja cepet-cepet ada pergantian kepemimpinan biar kita bisa napas lega dari sosok merugikan seperti dia @jumalikaalajeng 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330…"
Wahyu Andara,@andarawhy,https://nitter.moomoo.me/pic/profile_images%2F1701483310369955840%2FTwIi06Lj_bigger.jpg,"Jan 6, 2024 · 11:07 PM UTC","Wah, cak duren memang jago bikin keputusan yang nggak konsisten ya @Putri96960977 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330…"
Dadang Haris,@dadanghariiiss,https://nitter.moomoo.me/pic/profile_images%2F1708807474617397248%2FCsUBJk98_bigger.jpg,"Jan 6, 2024 · 11:07 PM UTC","Pikirannya dipenuhi oleh keinginan kuasa sampai-sampai ia melupakan tanggung jawabnya @YossyHendry 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436…"
Arif Maulana,@ArifMaulanazx,https://nitter.moomoo.me/pic/profile_images%2F1712059862262468608%2FnvI8Sm3R_bigger.jpg,"Jan 6, 2024 · 11:07 PM UTC","Gimana mau maju kalau punya pimpinan kayak gini? Udah saatnya kita cari alternatif lain! @ffvbl8 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330…"
Fajri Wibowo,@fajriwibowoo,https://nitter.moomoo.me/pic/profile_images%2F1712359541864906752%2FgRR3EIkO_bigger.jpg,"Jan 6, 2024 · 11:07 PM UTC","Gila aja ya, ngapain milih orang kayak dia jadi pemimpin kita? @cinta_zid 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330…"
Relawan Anies Baswedan,@Sur_Yosodipuro,https://nitter.moomoo.me/pic/profile_images%2F1640722834724093952%2FkwEfQL4O_bigger.jpg,"Jan 6, 2024 · 11:05 PM UTC","Waspada NU dirusak oleh orang ini yang mengaku Gus padahal bukan anak kyai, juga bukan kyai. Orang ini merusak NU"
LIPUTAN6,@liputan6dotcom,https://nitter.moomoo.me/pic/profile_images%2F1706236803903324160%2FgJo8r9IX_bigger.jpg,"Jan 6, 2024 · 11:05 PM UTC",Cak Imin Berharap Anies Mampu Kendalikan Debat dlvr.it/T1341v #KLYNews
Cahyo Arrafi,@arraficahyoo,https://nitter.moomoo.me/pic/profile_images%2F1712410915570937856%2FRJHu8agq_bigger.jpg,"Jan 6, 2024 · 11:05 PM UTC","Bisa-bisanya dia mengorbankan kepentingan negara demi ambisi pribadinya sendiri @azizbuitenzorg 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330…"
Gebi Anura,@gebianuraa,https://nitter.moomoo.me/pic/profile_images%2F1714275006858039297%2FO_qoJRDA_bigger.jpg,"Jan 6, 2024 · 11:04 PM UTC","Negara ini butuh pemimpin yang berpikir jernih dan memiliki visi jauh ke depan, bukan sekadar orang rakus seperti Cak Imin @ratu12noer 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436…"
Dawi mustafarizal,@dawimustafarzll,https://nitter.moomoo.me/pic/profile_images%2F1712846182245138432%2Flh0Cdhjp_bigger.jpg,"Jan 6, 2024 · 11:04 PM UTC","Wajar aja kalo banyak yang protes sama kepemimpinan cak duren, gimana nggak merugikan negara aja @chenk_koq_099 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436…"
Youhan Herlangga,@herlanggayou,https://nitter.moomoo.me/pic/profile_images%2F1703659570210738176%2FSvNMAFiI_bigger.jpg,"Jan 6, 2024 · 11:04 PM UTC","Nih dia Cak Kardus yang belagu ngomongin pertahanan negara @r_martomo 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436…"
Fajar Mahardika,@FajarMahardk,https://nitter.moomoo.me/pic/profile_images%2F1711322300258418688%2FnNsG-8PO_bigger.jpg,"Jan 6, 2024 · 11:04 PM UTC",Semoga aja cepet ada perubahan untuk negeri ini dan sosok merugikan kayak cak duren bisa digantikan oleh orang yang lebih kompeten @Bernardroem Malming Abah Anies Cak Imin Kalau AMIN #nazarpemilu #AMINajaDulu #MulutManisAnies x.com/Metro_TV/status/174330…
WirarCandra,@WirarC,https://nitter.moomoo.me/pic/profile_images%2F1712373327107694593%2FZ2M6NLKU_bigger.jpg,"Jan 6, 2024 · 11:04 PM UTC","Semoga aja ada orang yang bisa membawa perubahan positif untuk negeri ini dan menggantikan posisi cak duren @Veenone 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330…"
Regina Aulia,@reginaulia,https://nitter.moomoo.me/pic/profile_images%2F1712005985320280064%2FSdiRqg2T_bigger.jpg,"Jan 6, 2024 · 11:04 PM UTC","Enggak capek apa Ceper bikin kita risih terus dengan omonganmu? @B4sm1K0rupt0r 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330…"
Gani Sudrajat,@ganisudrrajat,https://nitter.moomoo.me/pic/profile_images%2F1712115851917500416%2FJo6hSZ2P_bigger.jpg,"Jan 6, 2024 · 11:04 PM UTC","Kayanya ciri-ciri sosok rakus dengan kekuasaan tuh pas banget buat digambarkan tentang cak duren @DakwahOnline444 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436…"
Luna Rara,@Lunararaa,https://nitter.moomoo.me/pic/profile_images%2F1712077349376995328%2F_Qfh77le_bigger.jpg,"Jan 6, 2024 · 11:04 PM UTC","Jujur ya, bikin pusing aja nih melihat tingkah laku Cak Duren sekarang @DarwisArbiantar 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436…"
Said Zacky,@SaidZacky_,https://nitter.moomoo.me/pic/profile_images%2F1701562515174600704%2F-Ku8xT8J_bigger.jpg,"Jan 6, 2024 · 11:04 PM UTC","Bukankah seharusnya ia fokus pada keadilan sosial dan kesetaraan bukan hanya berpaku pada status kuasa? @faridafriandi 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436…"
Hanum Rahfesya,@hanumrahfesya,https://nitter.moomoo.me/pic/profile_images%2F1712119324914450432%2FqNBIEWnd_bigger.jpg,"Jan 6, 2024 · 11:04 PM UTC","Blunder adalah makanan sehari-hari dari Cak Kardus @baor23 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436…"
Batari Naura,@btrnaura,https://nitter.moomoo.me/pic/profile_images%2F1712104051666714624%2FR7f6U2X2_bigger.jpg,"Jan 6, 2024 · 11:04 PM UTC","Mungkin dia pikir urusan pertahanan negara itu cuma main-main aja, ya? @ballambinlove 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330…"
Syaima Nazwa,@syaimanzw,https://nitter.moomoo.me/pic/profile_images%2F1714300320019615744%2FzdnKNsy4_bigger.jpg,"Jan 6, 2024 · 11:04 PM UTC","Serius deh, ada yang tahu alasan kontroversial dibalik tema-tema utama politiknya ? @wanto0110 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436…"
Rian Wicaksono,@RianWicaksnx,https://nitter.moomoo.me/pic/profile_images%2F1714581165699747840%2F95CLL5Ft_bigger.jpg,"Jan 6, 2024 · 11:04 PM UTC","Sudah saatnya kita mengakhiri kepemimpinan buruk dan merugikan dari sosok seperti cak duren @elpoghu 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330…"
Kemal Julkifi,@kemaljulkifxi,https://nitter.moomoo.me/pic/profile_images%2F1712418172077576192%2Fm9Gz6L0p_bigger.jpg,"Jan 6, 2024 · 11:04 PM UTC","Bagaimana bisa seorang pemimpin gagal paham tentang pentingnya alat-alat pertahanan bagi keselamatan negaranya sendiri? @ernawati_sn 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330…"
Soleh Nur,@solehnurrr,https://nitter.moomoo.me/pic/profile_images%2F1712082643419025408%2FmlsQoxWi_bigger.jpg,"Jan 6, 2024 · 11:04 PM UTC","Pantes aja anggaran alusista disetujui waktu itu, kan biar bisa melindungi negeri dari ancaman luar maupun dalam @jamaluddinmarz 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330…"
Alfian Ardiansyah,@AlfianArdiansyx,https://nitter.moomoo.me/pic/profile_images%2F1712062290764480512%2FNpAXh_-N_bigger.jpg,"Jan 6, 2024 · 11:04 PM UTC","Negara ini butuh pemimpin yang bisa diandalkan, bukan sosok seperti Cak Duren yang cuma mikirin keuntungan pribadi @Valkyreism 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330…"
Kenzo Gunandar,@kenzogndr,https://nitter.moomoo.me/pic/profile_images%2F1713938203475111937%2Fj6xlhn3k_bigger.jpg,"Jan 6, 2024 · 11:04 PM UTC","Hadeuh, apa sih sebenarnya visi dan misinya? Kok keliatannya cuma mau kekuasaan doang ya? @rthurbraga 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330…"
Aldi Setiawan,@AldiSetsz,https://nitter.moomoo.me/pic/profile_images%2F1708055058418749440%2FCBdLRpwQ_bigger.jpg,"Jan 6, 2024 · 11:04 PM UTC","Cukupkah Cak Duren hanya dengan menyalahkan pihak lain atas masalah-masalah ini ? @Boni60632169 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436…"
Wulan Anggraeni,@WulanAnggraenix,https://nitter.moomoo.me/pic/profile_images%2F1712059679843741696%2FaLYFOMCl_bigger.jpg,"Jan 6, 2024 · 11:04 PM UTC","Waduh, parah banget nih sosok pemimpin yang hanya peduli dengan dirinya sendiri tanpa mikir rakyatnya @abah_rey03 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330…"
Pasha Dirgantara,@pashadrgntra,https://nitter.moomoo.me/pic/profile_images%2F1712150737462185984%2FihFUNW60_bigger.jpg,"Jan 6, 2024 · 11:04 PM UTC","Dia tuh lebih kayak sosok yang rakus dengan kekuasaan daripada mikirin kepentingan rakyatnya sendiri @Jailani63621909 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330…"
raka bumi,@RakaBumiiiiii,https://nitter.moomoo.me/pic/profile_images%2F1710689759155355648%2FmohdPtpg_bigger.jpg,"Jan 6, 2024 · 11:04 PM UTC","Gagal paham soal alusista aja udah kelihatan, gimana bisa dipercaya jadi pemimpin yang baik? @in_nass 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330…"
Republika.co.id,@republikaonline,https://nitter.moomoo.me/pic/profile_images%2F1720636723477241856%2Fg3IXuUyS_bigger.jpg,"Jan 6, 2024 · 11:03 PM UTC","Anies mengaku, telah berupaya menangani masalah Kampung Bayam yang terdampak JIS news.republika.co.id/berita/…"
Muiz Ali,@nanafa66,https://nitter.moomoo.me/pic/profile_images%2F733012116798472192%2FKWDhaVEA_bigger.jpg,"Jan 6, 2024 · 11:02 PM UTC","Hari Minggu hari Vitamin
Nikmati libur Segarkan Jiwa
Jangan Ragu Pilih Anies-Muhaimin
Indonesia Subur Sejahterakan Semua
#AniesMuhaimin2024 
#AniesTakTerbendung 
@cakimiNOW 
@DPP_PKB 
@voiceofpkb 
@Metro_TV 
@KompasTV"
Farel Haikal,@FrlHaika2,https://nitter.moomoo.me/pic/profile_images%2F1712077353202188289%2F5Aj800wc_bigger.jpg,"Jan 6, 2024 · 11:02 PM UTC","Coba bayangkan aja gimana nasib pertahanan kita kalo alusista-nya nggak disiapkan dengan baik? Ngeri banget kan! @TrioKwek212Kwek 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436…"
Fathan Edison,@fathaanedison,https://nitter.moomoo.me/pic/profile_images%2F1701870437368762368%2FQFcLvPkL_bigger.jpg,"Jan 6, 2024 · 11:02 PM UTC","Dalam usaha menjaga reputasinya ia rela melakukan apa saja @beavis_30 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436…"
Andrean Maulana,@andreanmlnn,https://nitter.moomoo.me/pic/profile_images%2F1714264871557267457%2FVKJQpMwy_bigger.jpg,"Jan 6, 2024 · 11:02 PM UTC","Sudah saatnya kita mencari sosok pemimpin baru yang benar-benar peduli pada kemajuan negara ini, bukan hanya ingin mengisi kantong sendiri seperti Cak Duren @Al_Ariman Malming Abah Anies Cak Imin Kalau AMIN #nazarpemilu #AMINajaDulu #MulutManisAnies x.com/kompascom/status/17436…"
AryovvPermadi,@AryovvP,https://nitter.moomoo.me/pic/profile_images%2F1712368524692508672%2FyaT2aCto_bigger.jpg,"Jan 6, 2024 · 11:02 PM UTC","Wajar aja kalau banyak orang protes sama Cak Duren, masa pemimpin kayak gini dibiarkan aja? @keG752 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/Metro_TV/status/174330…"
Rio Saputra,@RiiooSptraaa,https://nitter.moomoo.me/pic/profile_images%2F1712059715239452672%2F5rz_LonC_bigger.jpg,"Jan 6, 2024 · 11:02 PM UTC","Anggaran alusista disetujui oleh cak duren sendiri waktu jadi anggota DPR, tapi sekarang malah ga konsisten dengan pernyataannya @Iqbaldamaniik Malming Abah Anies Cak Imin Kalau AMIN #nazarpemilu #AMINajaDulu #MulutManisAnies x.com/kompascom/status/17436…"
Andrew Nafiki,@andrewnafikii,https://nitter.moomoo.me/pic/profile_images%2F1712140405670924288%2FHd9yXbOx_bigger.jpg,"Jan 6, 2024 · 11:02 PM UTC","Kok bisa ya orang seperti Duren bisa jadi cawapres? @TaufiqALkim 
#nazarpemilu #AMINajaDulu Malming Abah Anies Cak Imin #MulutManisAnies Kalau AMIN 
x.com/kompascom/status/17436…"
